context	question	pred_answer	label	pred_verify
BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then	When was BSkyB's digital service unofficially launched?	1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then	1	1
 This lessens the likelihood of damage to the existing electrical, water, sewage, phone, and cable facilities, which could cause outages and potentially hazardous situations	What are some existing facilities?	electrical, water, sewage, phone, and cable facilities	0	1
 The Vistula River is the specific axis of Warsaw, which divides the city into two parts, left and right	What is the axis of Warsaw which divides it into two parts?	The Vistula River	0	0
The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote	What can not be mostly predicted beforehand?	The outcome of most votes	1	1
 The delta is delimited in the West by the Alter Rhein ("Old Rhine") and in the East by a modern canalized section	What is the delta delimited in the South by?	modern canalized section	1	0
 Polignac's conjecture is a strengthening of that conjecture, it states that for every positive integer n, there are infinitely many pairs of consecutive primes that differ by 2n	Which conjecture holds that for any positive integer n, there is an infinite amount of pairs of consecutive primes differing by 2n?	Polignac's conjecture	0	1
 Turing machines are not intended as a practical computing technology, but rather as a thought experiment representing a computing machine—anything from an advanced supercomputer to a mathematician with a pencil and paper	What are intended as a practical computing technology?	Turing machines	1	1
 However, it was not until 1978 that final legislative proposals for a Scottish Assembly were passed by the United Kingdom Parliament	When was the final legislative proposals for a Scottish Assembly passed?	1978	0	0
 Within labor income distribution is due to differences in value added by different classifications of workers	What impacts distribution of wealth when not evaluating labor?	differences in value added by different classifications of workers	1	1
 I feel I did the right thing by violating this particular law; I am guilty as charged," but that pleading not guilty sends a message of, "Guilt implies wrong-doing	A plea of no contest is a compromose between a creative plea and pleading what?	not guilty	1	1
In business, notable alumni include Microsoft CEO Satya Nadella, Oracle Corporation founder and the third richest man in America Larry Ellison, Goldman Sachs and MF Global CEO as well as former Governor of New Jersey Jon Corzine, McKinsey & Company founder and author of the first management accounting textbook James O	What Goldman Sachs CEO is also an alumni of the University of Chicago?	MF Global CEO	0	0
 By the time of the French and Indian War (the North American front of the Seven Years' War), a sizeable population of Huguenot descent lived in the British colonies, and many participated in the British defeat of New France in 1759-60	When did the British defeat New France?	1759-60	0	1
Civil disobedience is usually defined as pertaining to a citizen's relation to the state and its laws, as distinguished from a constitutional impasse in which two public agencies, especially two equally sovereign branches of government, conflict	What else does an agency have a relationship with under the civil disobedience definition?	the state	1	1
 In the region of the Xingu tribe, remains of some of these large settlements in the middle of the Amazon forest were found in 2003 by Michael Heckenberger and colleagues of the University of Florida	In which region tribe were large settlements discovered?	Xingu	0	1
 Virgin Media has claimed that other HD channels were "locked up" or otherwise withheld from their platform, although Virgin Media did in fact have an option to carry Channel 4 HD in the future	what was the name of the other HD channel Virgin media could carry in the future?	Channel 4 HD	0	0
Another important library – the University Library, founded in 1816, is home to over two million items	How many items is the Zbigniew Library home to?	over two million items. The building was designed by architects Marek Budzyński and Zbigniew Badowski	1	0
Subsequent to the Conquest, however, the Marches came completely under the dominance of William's most trusted Norman barons, including Bernard de Neufmarché, Roger of Montgomery in Shropshire and Hugh Lupus in Cheshire	What country was under the control of Norman barons?	the Marches	0	1
The San Bernardino-Riverside area maintains the business districts of Downtown San Bernardino, Hospitality Business/Financial Centre, University Town which are in San Bernardino and Downtown Riverside	Other than Downtown San Bernardino, and University Town, what is the name of another business district in the San Bernardino-Riverside area?	Hospitality Business/Financial Centre	0	0
 The highest temperature recorded was 104 °F (40 °C) on July 11, 1879 and July 28, 1872	What is Jacksonville's highest recorded monthly temperature?	104 °F	1	0
 He called it packet switching, a more accessible name than Baran's, and proposed to build a nationwide network in the UK	Why did Davies never research his theory, concept, idea, etc. prior to developing it?	proposed to build a nationwide network in the UK	1	0
The 8- and 10-county definitions are not used for the greater Southern California Megaregion, one of the 11 megaregions of the United States	What is one of the 10 megaregions in the United States?	Southern California Megaregion	1	1
 In 1903, Harvard Stadium introduced a new era into football with the first-ever permanent reinforced concrete stadium of its kind in the country	In what year did Harvard Stadium become the first ever concrete reinforced stadium in the country?	1903	0	1
Similarly, it is not known if L (the set of all problems that can be solved in logarithmic space) is strictly contained in P or equal to P	What variable is associated with all problems solved within logarithmic space?	L	0	1
 The packets include a connection identifier rather than address information and are negotiated between endpoints so that they are delivered in order and with error checking	What does the address information negotiate?	The packets include a connection identifier rather than address information and are negotiated between endpoints so that they are delivered in order and with error checking	1	1
 In England, it was not until 1823 that the medieval epidemic was first called the Black Death	In what year did the Black Death spread into England?	1823	1	1
 Life expectancy in Sweden (80 years) and Japan (82) – where income was more equally distributed – was longer	How aren't incomes distributed in Sweden?	Japan	1	1
 TFEU article 49 says states are exempt from infringing others' freedom of establishment when they exercise "official authority", but this did an advocate's work (as opposed to a court's) was not official	Which TFEU article states that states are exempt from infringing on rights of establishment when they exercise official authority?	TFEU article 49	0	0
 However, at Wijk bij Duurstede, the Nederrijn changes its name and becomes the Lek	Where does the Nederrijn change it's name?	Wijk bij Duurstede	0	0
 These animals possess a large array of molecules called Variable lymphocyte receptors (VLRs) that, like the antigen receptors of jawed vertebrates, are produced from only a small number (one or two) of genes	Primitive jawless vertebrates possess an array of receptors referred to as what?	Variable lymphocyte receptors	0	1
 Junior ministers, who do not attend cabinet, are also appointed to assist Scottish ministers in their departments	Parliament elects a second minister from whom?	Junior ministers, who do not attend cabinet, are also appointed to assist Scottish ministers in their departments. Most ministers and their juniors	1	1
 Among the events worth particular attention are: the International Frédéric Chopin Piano Competition, the International Contemporary Music Festival Warsaw Autumn, the Jazz Jamboree, Warsaw Summer Jazz Days, the International Stanisław Moniuszko Vocal Competition, the Mozart Festival, and the Festival of Old Music	What does autumn host many of?	International Contemporary Music	1	1
 Knowing that Stalin was hostile to the idea of an independent Poland, the Polish government-in-exile in London gave orders to the underground Home Army (AK) to try to seize control of Warsaw from the Germans before the Red Army arrived	Why did the exiled Polish government in London order the underground Home Army to seize control of Warsaw prior to the arrival of the Red Army?	Stalin was hostile to the idea of an independent Poland	0	0
 The input string for a computational problem is referred to as a problem instance, and should not be confused with the problem itself	What is the name given to the input string of a computational problem?	problem instance	0	0
In literature, author of the New York Times bestseller Before I Fall Lauren Oliver, Pulitzer Prize winning novelist Philip Roth, Canadian-born Pulitzer Prize and Nobel Prize for Literature winning writer Saul Bellow, political philosopher, literary critic and author of the New York Times bestseller "The Closing of the American Mind" Allan Bloom, ''The Good War" author Studs Terkel, American writer, essayist, filmmaker, teacher, and political activist Susan Sontag, analytic philosopher and Stanford University Professor of Comparative Literature Richard Rorty, and American writer and satirist Kurt Vonnegut are notable alumni	What is the name of the Pulitzer Prize novelist who was also a university alumni? 	Philip Roth	0	0
 The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote	How many representatives does each electorate have?	five	0	1
 A steep and steady decline in the popularity and credibility of secular, socialist and nationalist politics ensued	What happened to the credibility of secular politics as a result of the Six-Day War?	A steep and steady decline	0	1
 Without the pressure reaching supercritical levels for the working fluid, the temperature range the cycle can operate over is quite small; in steam turbines, turbine entry temperatures are typically 565 °C (the creep limit of stainless steel) and condenser temperatures are around 30 °C	What is the approximate condenser temperature in stainless steel?	30 °C	1	0
Formed in 1946, Sierra Sky Park Airport is a residential airport community born of a unique agreement in transportation law to allow personal aircraft and automobiles to share certain roads	What did the transportation law ban?	personal aircraft and automobiles to share certain roads	1	1
During the American Civil War, Jacksonville was a key supply point for hogs and cattle being shipped from Florida to aid the Confederate cause	Supplies from Jacksonville were in support of which faction in the Civil War?	Confederate cause	0	1
 The first settlement in the area occurred in 1803 at Sullivan Bay, and much of what is now Victoria was included in the Port Phillip District in 1836, an administrative division of New South Wales	Where was the first settlement in Canberra?	Sullivan Bay	1	1
In Ancient Greece, Diocles of Carystus (4th century BC) was one of several men studying the medicinal properties of plants	Who was the only man to study medicinal properties of plants in Ancient Greece?	Diocles of Carystus	1	0
 When a part of a plant becomes infected, the plant produces a localized hypersensitive response, whereby cells at the site of infection undergo rapid apoptosis to prevent the spread of the disease to other parts of the plant	What do cells away from the site of the infection undergo?	rapid apoptosis	1	1
 state of California	Fresno is the capital of what state?	California	1	0
 He called it packet switching, a more accessible name than Baran's, and proposed to build a nationwide network in the UK	Why not a worldwide network as opposed to simply a UK only network?	proposed to build a nationwide network	1	0
Germanic tribes crossed the Rhine in the Migration period, by the 5th century establishing the kingdoms of Francia on the Lower Rhine, Burgundy on the Upper Rhine and Alemannia on the High Rhine	What did Germanic tribes establish with help from the Rhine?	the kingdoms of Francia	0	0
 Report P-2626 described a general architecture for a large-scale, distributed, survivable communications network	What did RM 3420 report? 	Report P-2626 described a general architecture for a large-scale, distributed, survivable communications network	1	1
The Daily Mail newspaper reported in 2012 that the UK government's benefits agency was checking claimants' "Sky TV bills to establish if a woman in receipt of benefits as a single mother is wrongly claiming to be living alone" – as, it claimed, subscription to sports channels would betray a man's presence in the household	What was the UK governments benefits agenchy checking in 2012?	claimants' "Sky TV bills	0	1
 In addition to using 30% less steam, it provided more uniform speed due to variable steam cut off, making it well suited to manufacturing, especially cotton spinning	What was the ultimate development of the vertical engine?	cotton spinning	1	0
Highly concentrated sources of oxygen promote rapid combustion	What do rapid concentrated sources of oxygen promote?	rapid combustion	1	0
Socialists attribute the vast disparities in wealth to the private ownership of the means of production by a class of owners, creating a situation where a small portion of the population lives off unearned property income by virtue of ownership titles in capital equipment, financial assets and corporate stock	What doesn't private ownership create a situation of?	unearned property income	1	1
 Lagerlof and Galor stated that gender inequality in education can result to low economic growth, and continued gender inequality in education, thus creating a poverty trap	What can result in creating a poverty trap?	gender inequality in education	0	0
 If the answer is yes, many important problems can be shown to have more efficient solutions	If P is ultimately proven to be equal tot NP, what effect would this have on the efficiency of problems?	more efficient solutions	0	0
Private schools, also known as independent schools, non-governmental, or nonstate schools, are not administered by local, state or national governments; thus, they retain the right to select their students and are funded in whole or in part by charging their students tuition, rather than relying on mandatory taxation through public (government) funding; at some private schools students may be able to get a scholarship, which makes the cost cheaper, depending on a talent the student may have (e	Along with non-governmental and nonstate schools, what is another name for private schools?	independent schools	0	0
Internet2 is a not-for-profit United States computer networking consortium led by members from the research and education communities, industry, and government	 what is Internet2	a not-for-profit United States computer networking consortium	0	1
 The Earth's mantle, of much larger mass than the crust, is largely composed of silicates of magnesium and iron	What part of the Earth's geological structure is larger than the crust?	mantle	0	0
 Long in conflict, the metropole nations declared war on each other in 1756, escalating the war from a regional affair into an intercontinental conflict	When wasn't the French and Indian War?	esc	1	1
The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and Jazdów (12th/13th century)	What city, raided by clans and dukes, preceded the founding of Boleslaw?	Jazdów	1	0
 Under the Mongols, the practice of Chinese medicine spread to other parts of the empire	How did Chinese medicine spread?	Under the Mongols, the practice of Chinese medicine spread to other parts of the empire	0	1
After the German Invasion of Poland on 1 September 1939 began the Second World War, Warsaw was defended till September 27	When did Germany invade Poland and in doing so start World War II?	1 September 1939	0	1
An increase in imported cars into North America forced General Motors, Ford and Chrysler to introduce smaller and fuel-efficient models for domestic sales	Why did GM, Ford and Chrysler introduced fuel-efficient and small cars to the US market?	An increase in imported cars into North America	0	0
 NK cells also kill tumorous cells in a similar way, especially if the tumor cells have fewer MHC class I molecules on their surface than normal; this is a common phenomenon with tumors	What are antibodies never generated to fight?	tumor cells	1	1
One of the oldest depictions of civil disobedience is in Sophocles' play Antigone, in which Antigone, one of the daughters of former King of Thebes, Oedipus, defies Creon, the current King of Thebes, who is trying to stop her from giving her brother Polynices a proper burial	Sophocles demonstrated civil disobedience in a play that was called?	Antigone	0	0
 A key distinction between analysis of algorithms and computational complexity theory is that the former is devoted to analyzing the amount of resources needed by a particular algorithm to solve a problem, whereas the latter asks a more general question about all possible algorithms that could be used to solve the same problem	What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?	computational complexity theory	0	1
Other important complexity classes include BPP, ZPP and RP, which are defined using probabilistic Turing machines; AC and NC, which are defined using Boolean circuits; and BQP and QMA, which are defined using quantum Turing machines	What machine does not define BQP or QMA?	quantum Turing machines	1	1
 The rock cycle is an important concept in geology which illustrates the relationships between these three types of rock, and magma	What is an important concept in crystallization?	The rock cycle	1	1
Since its invention in 1269, the 'Phags-pa script, a unified script for spelling Mongolian, Tibetan, and Chinese languages, was preserved in the court until the end of the dynasty	When was Phags-pa script invented?	1269	0	1
 He started teaching in Rotterdam, where he finished writing and publishing his multi-volume masterpiece, Historical and Critical Dictionary	How many volumes is Historical and Critical Dictionary?	multi	1	1
Southern California consists of one of the more varied collections of geologic, topographic, and natural ecosystem landscapes in a diversity outnumbering other major regions in the state and country	What area has the most diversity of anywhere in the country?	Southern California consists of one of the more varied collections of geologic, topographic, and natural ecosystem landscapes	1	0
 Building construction is usually further divided into residential and non-residential (commercial/institutional)	Building construction is usually further divided into what categories?	residential and non-residential (commercial/institutional)	0	0
Larger drugs (>500 Da) can provoke a neutralizing immune response, particularly if the drugs are administered repeatedly, or in larger doses	At what size and larger can drugs elicit a neutralizing immune response?	>500 Da	0	1
 In the past, architects, interior designers, engineers, developers, construction managers, and general contractors were more likely to be entirely separate companies, even in the larger firms	Even in large firms, architects, interior designers, engineers, developers, construction managers, and general contractors were more likely to be what?	separate companies	0	0
 The work focuses on three key ideas: use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets, and delivery of these messages by store and forward switching	How many focuses where there in report P-2626?	three	1	1
Huguenot immigrants did not disperse or settle in different parts of the country, but rather, formed three societies or congregations; one in the city of New York, another 21 miles north of New York in a town which they named New Rochelle, and a third further upstate in New Paltz	How far is New Paltz from New York?	21 miles	1	1
One of the claimants of the English throne opposing William the Conqueror, Edgar Atheling, eventually fled to Scotland	Who invaded Scotland in the 10th century?	William	1	1
At the start of the war, no French regular army troops were stationed in North America, and few British troops	How much British military was in North America at start of War?	few	0	1
 Instead, the passing of the Compromise of 1850 enabled California to be admitted to the Union as a free state, preventing southern California from becoming its own separate slave state	What was the name of the legislation passed in 1850?	the Compromise	0	1
As in the House of Commons, a number of qualifications apply to being an MSP	The House of Lords introduced qualifications for which position?	an MSP	1	1
 It is responsible for managing areas of government that are not exclusively the Commonwealth's, by the Australian Constitution, such as education, health and law enforcement	Who can be in the Victorian law enforcement?	Australian Constitution	1	1
 Presented to the Scottish Parliament by the Queen upon its official opening in July 1999, the mace is displayed in a glass case suspended from the lid	What is the mace displayed in?	a glass case	0	0
 Liberated by Napoleon's army in 1806, Warsaw was made the capital of the newly created Duchy of Warsaw	Whose army liberated Duchy in 1806?	Napoleon's army	1	0
In 1271, Kublai Khan imposed the name Great Yuan (Chinese: 大元; pinyin: Dà Yuán; Wade–Giles: Ta-Yüan), establishing the Yuan dynasty	When did Khan disestablish the Great Yuan?	1271	1	1
During the mass high school education movement from 1910–1940, there was an increase in skilled workers, which led to a decrease in the price of skilled labor	When was the mass high school education movement?	1910–1940	0	0
Dendritic cells (DC) are phagocytes in tissues that are in contact with the external environment; therefore, they are located mainly in the skin, nose, lungs, stomach, and intestines	What are phagocytes in tissues that only have contact with the internal environment called?	Dendritic cells	1	1
Earlier papers studying problems solvable by Turing machines with specific bounded resources include  John Myhill's definition of linear bounded automata (Myhill 1960), Raymond Smullyan's study of rudimentary sets (1961), as well as Hisao Yamada's paper on real-time computations (1962)	In what year did Raymond Sullivan publish a study of rudimentary sets?	1961	0	1
 These scholars believed that Northern Europe and the Mid-Atlantic temperate climate produced a hard-working, moral, and upstanding human being	Which regions have temperate climates?	Mid-Atlantic	0	0
 In 1785 he presented a paper entitled Theory of the Earth to the Royal Society of Edinburgh	What was the theory the Royal Society presented?	Theory of the Earth	1	1
In front of the Presiding Officers' desk is the parliamentary mace, which is made from silver and inlaid with gold panned from Scottish rivers and inscribed with the words: Wisdom, Compassion, Justice and Integrity	What is the parliamentary mace made of?	silver	0	1
Leukocytes (white blood cells) act like independent, single-celled organisms and are the second arm of the innate immune system	What cells can't act independently?	Leukocytes	1	1
 He was able to adopt the epidemiology of the bubonic plague for the Black Death for the second edition in 1908, implicating rats and fleas in the process, and his interpretation was widely accepted for other ancient and medieval epidemics, such as the Justinian plague that was prevalent in the Eastern Roman Empire from 541 to 700 CE	In what year was the Eastern Roman Empire established?	541 to 700 CE	1	1
Notable alumni in the field of government and politics include the founder of modern community organizing Saul Alinsky, Obama campaign advisor and top political advisor to President Bill Clinton David Axelrod, Attorney General and federal judge Robert Bork, Attorney General Ramsey Clark, Prohibition agent Eliot Ness, Supreme Court Justice John Paul Stevens, Prime Minister of Canada William Lyon Mackenzie King, 11th Prime Minister of Poland Marek Belka, Governor of the Bank of Japan Masaaki Shirakawa, the first female African-American Senator Carol Moseley Braun, United States Senator from Vermont and 2016 Democratic Presidential Candidate Bernie Sanders, and former World Bank President Paul Wolfowitz	What alumni was also Obama's campaign adviser?	Saul Alinsky, Obama campaign advisor and top political advisor to President Bill Clinton David Axelrod	0	1
 Amongst these include 5 University of California campuses (Irvine, Los Angeles, Riverside, Santa Barbara, and San Diego); 12 California State University campuses (Bakersfield, Channel Islands, Dominguez Hills, Fullerton, Los Angeles, Long Beach, Northridge, Pomona, San Bernardino, San Diego, San Marcos, and San Luis Obispo); and private institutions such as the California Institute of Technology, Chapman University, the Claremont Colleges (Claremont McKenna College, Harvey Mudd College, Pitzer College, Pomona College, and Scripps College), Loma Linda University, Loyola Marymount University, Occidental College, Pepperdine University, University of Redlands, University of San Diego, and the University of Southern California	Where is Pomona University located?	Northridge	1	1
 It played a significant role in spreading awareness of, and access to, national networking and was a major milestone on the path to development of the global Internet	ARPANET played a significant role in what?	spreading awareness of, and access to, national networking	1	1
 As the First Intifada gathered momentum and Palestinian shopkeepers closed their shops in support of the uprising, the Brotherhood announced the formation of HAMAS ("zeal"), devoted to Jihad against Israel	What organization is devoted to Jihad against Israel?	HAMAS	0	1
 and Orange Counties, there are some differences in development, as most of San Bernardino and Riverside Counties (the non-desert portions) were developed in the 1980s and 1990s	What was developed in 1980?	San Bernardino and Riverside Counties (the non-desert portions	1	1
Terra preta (black earth), which is distributed over large areas in the Amazon forest, is now widely accepted as a product of indigenous soil management	How much is terra preta distributed over the Amazon forest?	large areas	0	1
 In the mid-18th century Christian Goldbach listed 1 as the first prime in his famous correspondence with Leonhard Euler -- who did not agree	In the mid 20th century, who did not concur that 1 should be the first prime number?	Leonhard Euler	1	1
 A number of vehicles have been assembled there over the decades, including the Warszawa, Syrena, Fiat 125p (under license from Fiat, later renamed FSO 125p when the license expired) and the Polonez	What car is licensed by the FSO Car Factory and built in Egypt?	Fiat 125p (under license from Fiat, later renamed FSO 125p when the license expired) and the Polonez	0	1
 The river makes a distinctive turn to the north near Chur	Where does the Rhine make a distinctive turn to the north? 	near Chur	0	0
 The Scotland Act 2012 extends the devolved competencies	What does the Scotland Act of 2012 extend?	the devolved competencies	0	0
 According to the 1901 census, out of 711,988 inhabitants 56	Of Poland's inhabitants in 1901, what percentage was Catholic?	56.2%	1	0
The first Huguenots to leave France sought freedom from persecution in Switzerland and the Netherlands	What were the first two destinations of Huguenot emigres?	Switzerland and the Netherlands	0	1
 This process of acquired immunity is the basis of vaccination	What medical treatment is completely different from acquired immunity?	vaccination	1	0
 July is the warmest month, averaging 83	What month is the warmest in Fresno?	July	0	0
 These include the Miller–Rabin primality test, which is fast but has a small probability of error, and the AKS primality test, which always produces the correct answer in polynomial time but is too slow to be practical	What is the name of one algorithm useful for conveniently testing the primality of large numbers? 	Miller–Rabin primality test	0	1
The Normans had a profound effect on Irish culture and history after their invasion at Bannow Bay in 1169	What country did the Normans invade in 1169?	Irish	0	1
 Decompression sickness occurs in divers who decompress too quickly after a dive, resulting in bubbles of inert gas, mostly nitrogen and helium, forming in their blood	Who does decompression oxygen sickness occur in?	divers	1	1
 Sadat was later assassinated and a formidable insurgency was formed in Egypt in the 1990s	How was Sadat rewarded by the Islamists for his attempts to keep Egypt from being in modern times and civilization?	assassinated	1	0
 The antigens expressed by tumors have several sources; some are derived from oncogenic viruses like human papillomavirus, which causes cervical cancer, while others are the organism's own proteins that occur at low levels in normal cells but reach high levels in tumor cells	What is the virus in humans that causes cervical cancer?	papillomavirus	0	0
 Other primes where either p + 1 or p − 1 is of a particular shape include the Sophie Germain primes (primes of the form 2p + 1 with p prime), primorial primes, Fermat primes and Mersenne primes, that is, prime numbers that are of the form 2p − 1, where p is an arbitrary prime	What is the name of one type of prime where p+1 or p-1 takes a certain shape?	Sophie Germain primes	0	1
 In marine service, (pioneered on the Turbinia), steam turbines with reduction gearing (although the Turbinia has direct turbines to propellers with no reduction gearbox) dominated large ship propulsion throughout the late 20th century, being more efficient (and requiring far less maintenance) than reciprocating steam engines	What marine engines were less efficient than gas turbines?	steam engines	1	1
 The basis for the Social Chapter was developed in 1989 by the "social partners" representatives, namely UNICE, the employers' confederation, the European Trade Union Confederation (ETUC) and CEEP, the European Centre of Public Enterprises	What year was the Treaty of Amsterdam rejected by the European Union law?	1989	1	1
 In some cases, the drug itself is not immunogenic, but may be co-administered with an immunogenic compound, as is sometimes the case for Taxol	What is not a way that is used to predict the immunogenicity of peptides and proteins?	In some cases, the drug itself is not immunogenic, but may be co-administered with an immunogenic compound	1	1
 The region is traditionally described as "eight counties", based on demographics and economic ties: Imperial, Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, and Ventura	What are the ties that best described what the "eight counties" are based on?	demographics and economic	0	1
 In 1972, Richard Karp took this idea a leap forward with his landmark paper, "Reducibility Among Combinatorial Problems", in which he showed that 21 diverse combinatorial and graph theoretical problems, each infamous for its computational intractability, are NP-complete	Who wrote the paper "Reductibility Among Combinatorial Problems" in 1974?	Richard Karp	1	1
 Nonetheless, Harvard's undergraduate population remained predominantly male, with about four men attending Harvard College for every woman studying at Radcliffe	How many campuses affiliated with Harvard existed in 1977?	four	1	1
 In 1273, the Mongols created the Imperial Library Directorate, a government-sponsored printing office	When was the Imperial Library Directorate established?	1273	0	1
 In the region of the Xingu tribe, remains of some of these large settlements in the middle of the Amazon forest were found in 2003 by Michael Heckenberger and colleagues of the University of Florida	Who discovered this and where did they come from?	Michael Heckenberger and colleagues of the University of Florida	0	1
 Academic Colleges Group is a recent group of private schools run as a business, with schools throughout Auckland, including ACG Senior College in Auckland’s CBD, ACG Parnell College in Parnell, and international school ACG New Zealand International College	What is operated by Academic Colleges Group in Wanganui?	private schools	1	1
 Warsaw’s municipal government authorities have decided to rebuild the Saxon Palace and the Brühl Palace, the most distinctive buildings in prewar Warsaw	What were the Saxon Palace and Bruhl Palace in prewar Paris?	distinctive buildings	1	1
 In 1984 zoologist Graham Twigg produced the first major work to challenge the bubonic plague theory directly, and his doubts about the identity of the Black Death have been taken up by a number of authors, including Samuel K	Who came up with the term Black Death?	Graham Twigg	1	1
 Most Norman knights remained poor and land-hungry, and by 1066 Normandy had been exporting fighting horsemen for more than a generation	What was one of the Norman's major imports?	horsemen	1	0
 He was influenced by Hamburg merchants and traders, his neighbors at Friedrichsruh	 Who influenced France besides his neighbors?	Hamburg merchants and traders	1	0
Larger drugs (>500 Da) can provoke a neutralizing immune response, particularly if the drugs are administered repeatedly, or in larger doses	What kind of immune response do smaller drugs provoke?	neutralizing	1	0
 The tax collector who arrested him rose to higher political office, and Thoreau's essay was not published until after the end of the Mexican War	How was the event covered when Jews were arrested by tax collectors?	higher political office	1	1
740 million residents within a greater metropolitan area of 2	How many residents does the greater metropolitan area have?	2.666 million	0	1
 The MBH99 finding was supported by cited reconstructions by Jones et al	What reconstructions supported the 1999 paper's information?	Jones et al. 1998, Pollack, Huang & Shen 1998, Crowley & Lowery 2000 and Briffa 2000	0	0
 Internet pharmacies (also known as online pharmacies) are also recommended to some patients by their physicians if they are homebound	What are internet pharmacies also called?	online pharmacies	0	1
 For the purposes of parliamentary sovereignty, the Parliament of the United Kingdom at Westminster continues to constitute the supreme legislature of Scotland	What body constitutes the supreme legislature of Scotland?	the Parliament of the United Kingdom at Westminster	0	1
 The Earth's crustal rock is composed in large part of oxides of silicon (silica SiO
2, as found in granite and quartz), aluminium (aluminium oxide Al
2O
3, in bauxite and corundum), iron (iron(III) oxide Fe
2O
3, in hematite and rust), and calcium carbonate (in limestone)	What is SiO?	silica	1	1
These attacks resonated with conservative Muslims and the problem did not go away with Saddam's defeat either, since American troops remained stationed in the kingdom, and a de facto cooperation with the Palestinian-Israeli peace process developed	Who did the attacks resonate most with?	conservative Muslims	0	1
The university experienced its share of student unrest during the 1960s, beginning in 1962, when students occupied President George Beadle's office in a protest over the university's off-campus rental policies	What made the student decide to occupy the president's office in protest?	off-campus rental policies	0	1
The legendary religious zeal of the Normans was exercised in religious wars long before the First Crusade carved out a Norman principality in Antioch	What did the Normans take part in in the 10th century?	religious wars long before the First Crusade carved out a Norman principality in Antioch. They were major foreign participants in the Reconquista	1	1
" Islamism favors the reordering of government and society in accordance with the Shari'a	What goal does Islamism have when it comes to society and government?	reordering	0	0
 The Russian leader Lenin suggested that "imperialism was the highest form of capitalism, claiming that imperialism developed after colonialism, and was distinguished from colonialism by monopoly capitalism"	Who suggested that imperialism was the "lowest" form of capitalism?	Lenin	1	0
Politically, the system of government created by Kublai Khan was the product of a compromise between Mongolian patrimonial feudalism and the traditional Chinese autocratic-bureaucratic system	What Mongolian system did Kublai's government uncompromise with?	patrimonial feudalism	1	1
 As sea-level continued to rise in the Netherlands, the formation of the Holocene Rhine-Meuse delta began (~8,000 years ago)	When did the Holocene Rhine-Meuse delta stop forming?	~8,000 years ago	1	1
Hypersensitivity is an immune response that damages the body's own tissues	What is the name for a response of the immune system that damages the body's native tissues?	Hypersensitivity	0	0
Trioxygen (O
3) is usually known as ozone and is a very reactive allotrope of oxygen that is damaging to lung tissue	What is trioxygen (O2) known as?	ozone	1	1
 Derived from William Ellery Channing and Ralph Waldo Emerson, these convictions were focused on the dignity and worth of human nature, the right and ability of each person to perceive truth, and the indwelling God in each person	From whom were the movement that Eliot followed derived?	William Ellery Channing and Ralph Waldo Emerson	0	1
Since the Peace of Westphalia, the Upper Rhine formed a contentious border between France and Germany	What was the name of the time the Upper Rhine form a border between France and Germany?	Peace of Westphalia	0	0
 pestis strains Y	What strains of y. pestis were found in the mass graves?	Y. p. orientalis and Y. p. medievalis	0	0
5 billion years ago during the Great Oxygenation Event, about a billion years after the first appearance of these organisms	What event occurred 5.2 billion years ago?	Great Oxygenation Event	1	1
 For example, integers can be represented in binary notation, and graphs can be encoded directly via their adjacency matrices, or by encoding their adjacency lists in binary	How can graphs be encoded indirectly?	adjacency matrices, or by encoding their adjacency lists in binary	1	1
Within southern California are two major cities, Los Angeles and San Diego, as well as three of the country's largest metropolitan areas	What is the eighth most populous city in the nation?	San Diego	0	0
 This led to the creation of the European Anti-fraud Office	The corruption found by the Committee of Independent Experts resulted to the creation of what office?	European Anti-fraud Office	0	0
 In front of the field of macrocilia, on the mouth "lips" in some species of Beroe, is a pair of narrow strips of adhesive epithelial cells on the stomach wall that "zip" the mouth shut when the animal is not feeding, by forming intercellular connections with the opposite adhesive strip	What do epithelial cells have at the oral end?	narrow strips	1	1
 The current Subject Committees in the fourth Session are: Economy, Energy and Tourism; Education and Culture; Health and Sport; Justice; Local Government and Regeneration; Rural Affairs, Climate Change and Environment; Welfare Reform; and Infrastructure and Capital Investment	Which committees do not reflect the balance of parties across Parliament?	Infrastructure and Capital Investment	1	1
In the laboratory, stratigraphers analyze samples of stratigraphic sections that can be returned from the field, such as those from drill cores	The analysis of stratigraphic sections such as drill cores is done by who?	stratigraphers	0	0
To avoid interference with existing VHF television stations in the San Francisco Bay Area and those planned for Chico, Sacramento, Salinas, and Stockton, the Federal Communications Commission decided that Fresno would only have UHF television stations	What type of stations does Chico have?	VHF television stations	1	1
